TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID,PreferredTime
340,Meeting with client,Work,Very Important,60,Friday,9:15,10:15,user1,Morning
1047,Organize email inbox,Work,Normal,30,Thursday,9:00,9:30,user1,Morning
811,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1,Afternoon
364,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1,Morning
1059,Check and reply to messages,Work,Normal,15,Monday,13:00,13:15,user1,Afternoon
836,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1,Afternoon
Z7FZG3pazItNgUgNEOqH,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1481,Watch TV series,Personal,Normal,60,Friday,21:00,22:00,user1,Evening
216,Play games,Personal,Less Important,60,Monday,19:50,20:50,user1,Evening
1298,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1,Evening
1885,Watch online tutorial,Education,Important,60,Sunday,10:30,11:30,user1,Morning
572,Walk the dog,Personal,Normal,30,Saturday,16:00,16:30,user1,Afternoon
2787,Respond to work emails,Work,Very Important,45,Friday,16:00,16:45,user1,Afternoon
3101,Sketch a design,Personal,Normal,30,Saturday,18:00,18:30,user1,Evening
1348,Relax with an audiobook,Personal,Normal,60,Friday,21:00,22:00,user1,Evening
475,Respond to customer queries,Work,Normal,30,Monday,11:00,11:30,user1,Morning
2260,Cross-department alignment,Work,Important,45,Friday,15:15,16:00,user1,Afternoon
1068,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1,Evening
1236,Write a diary,Personal,Normal,30,Monday,22:45,23:15,user1,Evening
2925,Vacuum the floor,Personal,Normal,60,Sunday,10:15,11:15,user1,Morning
266,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
1614,Weekend getaway planning,Personal,Normal,90,Saturday,15:00,16:30,user1,Afternoon
2632,Renew ID card,Personal,Very Important,60,Tuesday,13:00,14:00,user1,Afternoon
2355,Join online group chat,Personal,Less Important,45,Friday,21:15,22:00,user1,Evening
742,Walk a pet,Personal,Normal,30,Saturday,8:00,8:30,user1,Morning
2259,Jogging,Personal,Normal,45,Thursday,6:15,7:00,user1,Morning
3260,Renew ID card,Personal,Very Important,45,Tuesday,14:15,15:00,user1,Afternoon
3102,Prepare budget report,Work,Very Important,30,Sunday,13:30,14:00,user1,Afternoon
214,Listen to music,Personal,Less Important,30,Friday,13:50,14:20,user1,Afternoon
3136,Do the laundry,Personal,Normal,60,Friday,12:15,13:15,user1,Afternoon
164,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1,Evening
1696,Take a morning walk,Personal,Normal,20,Thursday,7:00,7:20,user1,Morning
3025,Practice a new language,Education,Important,30,Saturday,17:45,18:15,user1,Afternoon
ZdGjfSbAp2YY2mqCA6lB,lunch,Personal,Normal,60,Thursday,12:00,13:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
1617,Donate old clothes,Personal,Normal,60,Tuesday,16:00,17:00,user1,Afternoon
1765,Buy groceries,Personal,Normal,60,Saturday,10:00,11:00,user1,Morning
ZeClEZBwUOgNOHaQYGHd,read a book,Personal,Normal,50,Friday,19:05,19:55,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1974,Stretching session,Personal,Normal,60,Wednesday,7:00,8:00,user1,Morning
1338,Research healthy recipes,Personal,Normal,60,Tuesday,11:00,12:00,user1,Morning
1493,Read a magazine,Personal,Less Important,20,Saturday,15:00,15:20,user1,Afternoon
2277,Visit pharmacy,Personal,Very Important,30,Friday,17:00,17:30,user1,Afternoon
1930,Clean the bathroom,Personal,Normal,60,Wednesday,11:00,12:00,user1,Morning
2227,Get a haircut,Personal,Very Important,60,Monday,12:30,13:30,user1,Afternoon
2302,Dust shelves,Personal,Normal,45,Saturday,14:30,15:15,user1,Afternoon
1784,Wash dishes,Personal,Normal,20,Monday,19:45,20:05,user1,Evening
3248,Read comics,Personal,Less Important,30,Saturday,17:15,17:45,user1,Afternoon
1023,Research a topic of interest,Education,Important,90,Monday,15:00,16:30,user1,Afternoon
2298,Clean the kitchen,Personal,Normal,45,Tuesday,17:45,18:30,user1,Afternoon
1929,Review lecture notes,Education,Very Important,45,Monday,15:00,15:45,user1,Afternoon
1692,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1,Evening
2157,Watch a movie,Personal,Less Important,30,Friday,20:00,20:30,user1,Evening
2360,Organize closet,Personal,Normal,30,Wednesday,12:15,12:45,user1,Afternoon
2055,Visit pharmacy,Personal,Very Important,30,Monday,13:00,13:30,user1,Afternoon
1124,Sunbathe,Personal,Less Important,30,Wednesday,16:00,16:30,user1,Afternoon
1386,Clean the living room,Personal,Normal,30,Wednesday,10:00,10:30,user1,Morning
ZuRWAROUQmnwSjjtEf7c,meeting,Work,Important,75,Thursday,12:00,13:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
2634,Vacuum the floor,Personal,Normal,30,Thursday,11:30,12:00,user1,Morning
546,Attend a seminar,Education,Very Important,120,Thursday,9:00,11:00,user1,Morning
271,Clear notifications,Personal,Less Important,5,Friday,15:40,15:45,user1,Afternoon
ZwTfFP3fvfCruTEu2SSa,take coffee,Personal,Less Important,20,Monday,11:20,11:40,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
1466,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
1392,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1,Evening
1516,Work group meeting,Work,Very Important,60,Tuesday,11:00,12:00,user1,Morning
1865,Get a haircut,Personal,Very Important,60,Sunday,11:00,12:00,user1,Morning
2185,Write a blog post,Personal,Normal,30,Tuesday,14:00,14:30,user1,Afternoon
a0KNrgHTfsd4sDJNLzAb,take break,Personal,Less Important,10,Monday,11:30,11:40,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
2229,Complete a coding challenge,Education,Important,45,Sunday,12:45,13:30,user1,Afternoon
2980,Design a presentation,Work,Very Important,30,Wednesday,11:45,12:15,user1,Morning
1726,Garden,Personal,Normal,60,Friday,16:30,17:30,user1,Afternoon
3089,Drop off donation,Personal,Very Important,30,Tuesday,16:45,17:15,user1,Afternoon
a314FPS372XGaJ950QfF,meeting,Work,,0,Wednesday,,,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Unknown
2346,Pick up package,Personal,Very Important,45,Friday,15:30,16:15,user1,Afternoon
1787,Take a power nap,Personal,Less Important,20,Thursday,14:00,14:20,user1,Afternoon
2721,Buy stationery,Personal,Very Important,45,Tuesday,11:30,12:15,user1,Morning
2698,Watch a movie,Personal,Less Important,30,Thursday,21:00,21:30,user1,Evening
2455,Plan weekend gathering,Personal,Less Important,30,Tuesday,15:00,15:30,user1,Afternoon
832,Study online,Education,Very Important,60,Sunday,14:30,15:30,user1,Afternoon
1480,Go for a bike ride,Personal,Less Important,30,Thursday,17:00,17:30,user1,Afternoon
568,Drink water,Personal,Normal,5,Tuesday,10:00,10:05,user1,Morning
896,Go to a fitness class,Personal,Normal,60,Saturday,19:00,20:00,user1,Evening
2135,Learn Python,Education,Important,30,Wednesday,14:30,15:00,user1,Afternoon
451,Make breakfast,Personal,Normal,30,Monday,7:30,8:00,user1,Morning
329,Cooking,Personal,Normal,60,Monday,12:15,13:15,user1,Afternoon
2254,Grocery shopping,Personal,Very Important,45,Wednesday,18:15,19:00,user1,Evening
aInvlZDHzAkJ4n5XLyu7,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
3222,Buy stationery,Personal,Very Important,60,Saturday,11:15,12:15,user1,Morning
1895,Wash dishes,Personal,Normal,45,Monday,17:30,18:15,user1,Afternoon
819,Send a message,Personal,Less Important,10,Monday,23:20,23:30,user1,Evening
1851,Paint a picture,Personal,Normal,60,Sunday,16:00,17:00,user1,Afternoon
3060,Watch a stand-up comedy,Personal,Less Important,60,Tuesday,19:15,20:15,user1,Evening
748,Relax with an audiobook,Personal,Normal,60,Friday,21:00,22:00,user1,Evening
689,Coding Session,Work,Important,15,Friday,18:00,18:15,user1,Evening
1792,Organize documents,Work,Normal,30,Friday,11:00,11:30,user1,Morning
850,Learn a new skill,Education,Important,60,Sunday,16:30,17:30,user1,Afternoon
2781,Wash dishes,Personal,Normal,30,Saturday,14:45,15:15,user1,Afternoon
2908,Evening walk,Personal,Normal,45,Wednesday,18:15,19:00,user1,Evening
1766,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
2159,Solve math problems,Education,Very Important,45,Tuesday,18:45,19:30,user1,Evening
3247,Call family,Personal,Less Important,60,Wednesday,18:30,19:30,user1,Evening
1661,Check work emails,Work,Normal,20,Monday,14:00,14:20,user1,Afternoon
2246,Read research paper,Education,Important,60,Saturday,13:45,14:45,user1,Afternoon
729,Practice a musical instrument,Personal,Normal,60,Sunday,17:30,18:30,user1,Afternoon
1743,Practice yoga,Personal,Normal,30,Saturday,6:00,6:30,user1,Morning
24,Read a book,Personal,Normal,60,Wednesday,20:15,21:15,user1,Evening
3252,Visit the bank,Personal,Very Important,30,Friday,12:00,12:30,user1,Afternoon
1925,Stretching session,Personal,Normal,30,Monday,7:15,7:45,user1,Morning
1873,Sketch a design,Personal,Normal,45,Monday,14:45,15:30,user1,Afternoon
1698,Make phone calls for work,Work,Normal,30,Thursday,9:00,9:30,user1,Morning
1618,Organize a photo album,Personal,Normal,60,Wednesday,20:00,21:00,user1,Evening
afLsZ4p31g6zAiEaS3G4,solve rubik,Personal,Normal,18,Thursday,23:02,23:20,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1956,Dust shelves,Personal,Normal,45,Wednesday,15:15,16:00,user1,Afternoon
2156,Strategy discussion,Work,Important,45,Friday,11:30,12:15,user1,Morning
2723,Clean the bathroom,Personal,Normal,30,Tuesday,13:30,14:00,user1,Afternoon
2631,Jogging,Personal,Normal,45,Friday,6:00,6:45,user1,Morning
2107,Take notes from an eBook,Education,Important,30,Sunday,16:00,16:30,user1,Afternoon
1166,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
3297,Weekly team briefing,Work,Important,60,Friday,10:15,11:15,user1,Morning
2407,Online course session,Education,Important,30,Thursday,8:45,9:15,user1,Morning
2725,Mop the floor,Personal,Normal,45,Monday,15:45,16:30,user1,Afternoon
428,Write a short story,Personal,Normal,90,Saturday,19:00,20:30,user1,Evening
1863,Take notes from an eBook,Education,Important,30,Tuesday,12:00,12:30,user1,Afternoon
752,Check social media,Personal,Normal,15,Monday,8:15,8:30,user1,Morning
253,Stretch,Personal,Normal,10,Sunday,6:15,6:25,user1,Morning
2744,Watch online tutorial,Education,Important,30,Saturday,15:30,16:00,user1,Afternoon
2533,Renew ID card,Personal,Very Important,60,Saturday,14:15,15:15,user1,Afternoon
2140,Attend a birthday party,Personal,Less Important,60,Saturday,18:30,19:30,user1,Evening
1883,Yoga session,Personal,Normal,30,Sunday,7:15,7:45,user1,Morning
2201,Project sync-up,Work,Important,60,Sunday,15:30,16:30,user1,Afternoon
2708,Test new software features,Work,Very Important,60,Thursday,9:00,10:00,user1,Morning
22,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1,Morning
1567,Yoga,Personal,Very Important,63,Thursday,10:00,11:03,user1,Morning
593,Read a magazine,Personal,Less Important,20,Saturday,15:00,15:20,user1,Afternoon
3285,Strategy discussion,Work,Important,45,Friday,11:00,11:45,user1,Morning
2584,Clean the kitchen,Personal,Normal,30,Thursday,10:15,10:45,user1,Morning
2275,Buy stationery,Personal,Very Important,60,Thursday,10:15,11:15,user1,Morning
1776,Write to-do list,Work,Normal,10,Sunday,8:45,8:55,user1,Morning
2550,Swimming,Personal,Normal,60,Tuesday,7:30,8:30,user1,Morning
2996,Water the plants,Personal,Normal,30,Thursday,9:30,10:00,user1,Morning
b9qAnIx5ROWgQ4QI1cEp,meeting,Work,Normal,95,Wednesday,16:00,17:35,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
2373,Take online quiz,Education,Very Important,60,Saturday,16:00,17:00,user1,Afternoon
599,Take a deep breath,Personal,Normal,5,Tuesday,8:40,8:45,user1,Morning
226,Garden,Personal,Normal,60,Friday,16:30,17:30,user1,Afternoon
2392,Write short story,Personal,Normal,60,Tuesday,16:45,17:45,user1,Afternoon
338,Clean the house,Personal,Normal,60,Wednesday,9:15,10:15,user1,Morning
2814,Explore new tools,Education,Important,45,Saturday,16:30,17:15,user1,Afternoon
943,Write report,Work,Important,90,Monday,10:45,12:15,user1,Morning
1090,Take a nap,Personal,Less Important,30,Wednesday,16:30,17:00,user1,Afternoon
498,Make phone calls for work,Work,Normal,30,Thursday,9:00,9:30,user1,Morning
2411,Play games,Personal,Less Important,45,Monday,20:15,21:00,user1,Evening
2514,Clean the bathroom,Personal,Normal,45,Wednesday,12:30,13:15,user1,Afternoon
2554,Home workout,Personal,Normal,30,Tuesday,6:15,6:45,user1,Morning
1049,Brush teeth,Personal,Normal,5,Monday,7:00,7:05,user1,Morning
1422,Clean the room,Personal,Normal,30,Monday,11:30,12:00,user1,Morning
1239,Listen to podcast,Personal,Normal,30,Thursday,20:45,21:15,user1,Evening
1311,Morning journaling,Personal,Normal,30,Wednesday,6:30,7:00,user1,Morning
710,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1,Afternoon
1391,Organize the wardrobe,Personal,Normal,30,Wednesday,17:30,18:00,user1,Afternoon
2748,Stretching session,Personal,Normal,30,Sunday,7:30,8:00,user1,Morning
1909,Visit pharmacy,Personal,Very Important,60,Wednesday,18:15,19:15,user1,Evening
bZzYSahdygMEv1ws3crc,stretching,Personal,Normal,0,Monday,21:10,21:30,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
3176,One-on-one with supervisor,Work,Important,45,Friday,16:15,17:00,user1,Afternoon
2443,Pick up package,Personal,Very Important,60,Tuesday,17:15,18:15,user1,Afternoon
188,Call a colleague for a quick check-in,Work,Normal,10,Wednesday,14:00,14:10,user1,Afternoon
bfJ3Q2KHMjyq55FCfBOE,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
2881,Update project status,Work,Very Important,60,Saturday,12:00,13:00,user1,Afternoon
2989,Call family,Personal,Less Important,60,Friday,20:45,21:45,user1,Evening
51,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1,Morning
2768,Renew ID card,Personal,Very Important,30,Saturday,9:15,9:45,user1,Morning
1717,Read a book,Personal,Normal,60,Monday,22:00,23:00,user1,Evening
3120,Evening gym workout,Personal,Normal,45,Monday,19:30,20:15,user1,Evening
1078,Check bank statements,Personal,Normal,15,Tuesday,16:30,16:45,user1,Afternoon
1170,Check social media,Personal,Less Important,10,Thursday,15:30,15:40,user1,Afternoon
66,Writing,Personal,Very Important,21,Wednesday,2:00,2:21,user1,Evening
1522,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1,Morning
284,Wash dishes,Personal,Normal,20,Monday,19:45,20:05,user1,Evening
2164,Mail documents,Personal,Very Important,60,Sunday,10:15,11:15,user1,Morning
737,Paint a canvas,Personal,Normal,90,Monday,17:00,18:30,user1,Afternoon
2241,Drop off donation,Personal,Very Important,60,Monday,13:15,14:15,user1,Afternoon
bxikP7fcyBxgWF7W55Vd,click,Education,Normal,1,Thursday,23:06,23:07,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1337,Paint a canvas,Personal,Normal,90,Monday,17:00,18:30,user1,Afternoon
1912,Grocery shopping,Personal,Very Important,30,Monday,18:30,19:00,user1,Evening
1407,Go shopping,Personal,Normal,60,Thursday,16:00,17:00,user1,Afternoon
1418,Write a journal,Personal,Normal,20,Monday,23:00,23:20,user1,Evening
3005,Read a technical article,Education,Important,30,Thursday,19:15,19:45,user1,Evening
3233,Strategy discussion,Work,Important,30,Thursday,14:15,14:45,user1,Afternoon
1645,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1,Morning
166,Watch TV,Personal,Normal,60,Monday,20:00,21:00,user1,Evening
872,Walk the dog,Personal,Normal,30,Saturday,16:00,16:30,user1,Afternoon
2024,Summarize a chapter,Education,Very Important,60,Wednesday,12:15,13:15,user1,Afternoon
918,Prepare lecture,Work,Important,90,Thursday,13:30,15:00,user1,Afternoon
1102,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1,Morning
2434,Hang out at a cafe,Personal,Less Important,60,Saturday,15:15,16:15,user1,Afternoon
2952,Stream live concert,Personal,Less Important,60,Monday,20:00,21:00,user1,Evening
655,Family dinner,Personal,Important,90,Friday,19:00,20:30,user1,Evening
351,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1,Morning
3117,Summarize a chapter,Education,Very Important,30,Wednesday,19:00,19:30,user1,Evening
1194,Have a meeting,Work,Very Important,60,Thursday,9:00,10:00,user1,Morning
543,Practice yoga,Personal,Normal,30,Saturday,6:00,6:30,user1,Morning
159,Check and reply to messages,Work,Normal,15,Monday,13:00,13:15,user1,Afternoon
1651,Make breakfast,Personal,Normal,30,Monday,7:30,8:00,user1,Morning
1887,Chat with neighbors,Personal,Less Important,30,Thursday,19:15,19:45,user1,Evening
2248,Dinner with friends,Personal,Less Important,30,Saturday,21:00,21:30,user1,Evening
2617,Cycling,Personal,Normal,60,Thursday,7:15,8:15,user1,Morning
179,Clean the kitchen,Personal,Normal,30,Tuesday,17:00,17:30,user1,Afternoon
2285,Join an online gaming session,Personal,Less Important,45,Wednesday,21:15,22:00,user1,Evening
2976,Read research paper,Education,Important,45,Wednesday,13:45,14:30,user1,Afternoon
662,Meeting,Personal,Important,61,Saturday,6:00,7:01,user1,Morning
2504,Read a book,Education,Very Important,30,Saturday,11:00,11:30,user1,Morning
2664,Evening walk,Personal,Normal,60,Monday,19:00,20:00,user1,Evening
2046,Write a poem,Personal,Normal,30,Tuesday,13:15,13:45,user1,Afternoon
2269,Practice a new language,Education,Important,45,Sunday,8:00,8:45,user1,Morning
2115,Pick up package,Personal,Very Important,30,Thursday,10:15,10:45,user1,Morning
2863,Weekly team briefing,Work,Important,45,Friday,9:00,9:45,user1,Morning
982,Meeting,Work,Less Important,86,Friday,4:00,5:26,user1,Evening
2116,Home workout,Personal,Normal,60,Friday,7:30,8:30,user1,Morning
chuhU5xZnmpbHXhWjNJX,take nap,Personal,Less Important,30,Wednesday,16:30,17:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
2226,Watch YouTube,Personal,Less Important,30,Sunday,21:30,22:00,user1,Evening
3221,Team meeting,Work,Important,30,Saturday,16:15,16:45,user1,Afternoon
1196,Go to a fitness class,Personal,Normal,60,Saturday,19:00,20:00,user1,Evening
1793,Read a magazine,Personal,Less Important,20,Saturday,15:00,15:20,user1,Afternoon
2099,Record a song,Personal,Normal,60,Monday,17:30,18:30,user1,Afternoon
230,Tidy up the house,Personal,Normal,30,Monday,21:15,21:45,user1,Evening
2250,Water the plants,Personal,Normal,30,Wednesday,8:15,8:45,user1,Morning
2710,Vacuum the floor,Personal,Normal,45,Wednesday,17:45,18:30,user1,Afternoon
1424,Sunbathe,Personal,Less Important,30,Wednesday,16:00,16:30,user1,Afternoon
2473,Explore new tools,Education,Important,30,Friday,10:15,10:45,user1,Morning
2846,Watch a stand-up comedy,Personal,Less Important,45,Saturday,21:30,22:15,user1,Evening
2058,Get a haircut,Personal,Very Important,60,Monday,15:15,16:15,user1,Afternoon
1985,Clean the bathroom,Personal,Normal,30,Monday,10:00,10:30,user1,Morning
755,Morning coffee break,Personal,Normal,15,Saturday,10:00,10:15,user1,Morning
2144,Attend webinar,Education,Important,30,Sunday,16:30,17:00,user1,Afternoon
177,Pick up kids from school,Personal,Normal,30,Wednesday,16:00,16:30,user1,Afternoon
2109,Water the plants,Personal,Normal,60,Monday,9:45,10:45,user1,Morning
2296,Write a poem,Personal,Normal,45,Saturday,15:30,16:15,user1,Afternoon
1263,Yoga,Personal,Important,22,Sunday,13:00,13:22,user1,Afternoon
419,Online fitness class,Personal,Less Important,45,Thursday,18:30,19:15,user1,Evening
203,Read the news,Personal,Normal,20,Wednesday,8:15,8:35,user1,Morning
2689,Watch online tutorial,Education,Important,60,Sunday,11:00,12:00,user1,Morning
2263,Water the plants,Personal,Normal,30,Tuesday,8:15,8:45,user1,Morning
1838,Yoga session,Personal,Normal,45,Sunday,6:00,6:45,user1,Morning
1901,Visit pharmacy,Personal,Very Important,45,Tuesday,13:15,14:00,user1,Afternoon
946,Teamwork,Work,Very Important,120,Thursday,14:15,16:15,user1,Afternoon
3133,Plan weekend gathering,Personal,Less Important,30,Tuesday,16:30,17:00,user1,Afternoon
dHrfVVmUIddel15umXMw,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
2626,Reply to messages,Personal,Less Important,30,Tuesday,20:00,20:30,user1,Evening
505,Go to work,Work,Very Important,60,Wednesday,9:30,10:30,user1,Morning
3190,Weekly team briefing,Work,Important,45,Saturday,9:00,9:45,user1,Morning
777,Pick up kids from school,Personal,Normal,30,Wednesday,16:00,16:30,user1,Afternoon
3084,Cycling,Personal,Normal,60,Thursday,5:45,6:45,user1,Morning
557,Pack bag,Personal,Normal,10,Friday,7:00,7:10,user1,Morning
2258,Clean the kitchen,Personal,Normal,30,Thursday,14:30,15:00,user1,Afternoon
dOi6a02gDFnBREbVey1O,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
dP4FxN6l4NtRfcjzfmHM,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
3183,Review lecture notes,Education,Very Important,60,Friday,13:00,14:00,user1,Afternoon
1356,Organize desk,Work,Normal,10,Monday,10:15,10:25,user1,Morning
356,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1,Evening
951,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1,Morning
2347,Complete a coding challenge,Education,Important,45,Thursday,16:45,17:30,user1,Afternoon
956,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1,Evening
2991,Join an online gaming session,Personal,Less Important,45,Tuesday,20:15,21:00,user1,Evening
503,Read the news,Personal,Normal,20,Wednesday,8:15,8:35,user1,Morning
1190,Attend a webinar,Education,Important,60,Wednesday,19:00,20:00,user1,Evening
868,Drink water,Personal,Normal,5,Tuesday,10:00,10:05,user1,Morning
1510,Cooking,Personal,Normal,60,Wednesday,12:00,13:00,user1,Afternoon
2639,Complete a coding challenge,Education,Important,30,Thursday,15:45,16:15,user1,Afternoon
2489,Evening walk,Personal,Normal,30,Sunday,17:15,17:45,user1,Afternoon
1361,Check work emails,Work,Normal,20,Monday,14:00,14:20,user1,Afternoon
2426,Listen to music,Personal,Less Important,60,Friday,18:15,19:15,user1,Evening
650,Learn programming,Education,Very Important,90,Monday,19:15,20:45,user1,Evening
1433,Post on a blog,Personal,Less Important,30,Sunday,14:30,15:00,user1,Afternoon
2618,Jogging,Personal,Normal,45,Thursday,7:45,8:30,user1,Morning
905,Read a book,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
495,Do some light stretching,Personal,Normal,10,Thursday,6:30,6:40,user1,Morning
1829,Watch a movie,Personal,Less Important,30,Saturday,20:15,20:45,user1,Evening
1580,Meeting,Work,Normal,95,Wednesday,16:00,17:35,user1,Afternoon
3040,Design a presentation,Work,Very Important,60,Thursday,15:45,16:45,user1,Afternoon
2879,Solve math problems,Education,Very Important,45,Monday,20:30,21:15,user1,Evening
292,Organize documents,Work,Normal,30,Friday,11:00,11:30,user1,Morning
1862,Edit a short video,Personal,Normal,60,Saturday,15:30,16:30,user1,Afternoon
1221,Go to the supermarket,Personal,Normal,30,Sunday,16:15,16:45,user1,Afternoon
1013,Team status update,Work,Very Important,60,Friday,11:00,12:00,user1,Morning
1445,Do homework,Education,Important,60,Wednesday,18:00,19:00,user1,Evening
204,Exercise,Personal,Important,45,Wednesday,8:35,9:20,user1,Morning
1867,Learn Python,Education,Important,30,Thursday,14:45,15:15,user1,Afternoon
539,Play with pets,Personal,Normal,30,Saturday,14:50,15:20,user1,Afternoon
1834,Home workout,Personal,Normal,60,Tuesday,8:45,9:45,user1,Morning
2273,Renew ID card,Personal,Very Important,45,Saturday,10:30,11:15,user1,Morning
712,Water the garden,Personal,Less Important,30,Thursday,8:00,8:30,user1,Morning
1118,Write a journal,Personal,Normal,20,Monday,23:00,23:20,user1,Evening
2474,Play games,Personal,Less Important,60,Saturday,18:45,19:45,user1,Evening
3177,Join an online gaming session,Personal,Less Important,45,Tuesday,18:45,19:30,user1,Evening
437,Paint a canvas,Personal,Normal,90,Monday,17:00,18:30,user1,Afternoon
2840,Watch a stand-up comedy,Personal,Less Important,60,Monday,20:45,21:45,user1,Evening
2907,Renew ID card,Personal,Very Important,45,Thursday,10:45,11:30,user1,Morning
2361,Yoga session,Personal,Normal,60,Friday,6:00,7:00,user1,Morning
276,Write to-do list,Work,Normal,10,Sunday,8:45,8:55,user1,Morning
3249,Buy stationery,Personal,Very Important,60,Wednesday,11:45,12:45,user1,Morning
898,Take a coffee break,Personal,Normal,10,Monday,10:30,10:40,user1,Morning
800,Drink coffee,Personal,Normal,15,Tuesday,7:30,7:45,user1,Morning
321,Go to the supermarket,Personal,Normal,30,Sunday,16:15,16:45,user1,Afternoon
2984,Solve math problems,Education,Very Important,45,Monday,15:30,16:15,user1,Afternoon
e6It0Zt1eav7Uq50jsLt,sinus,Personal,Very Important,0,Thursday,22:49,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
eAdMUvHs0D7d4dQZ1QTq,make smoothie,Personal,Less Important,10,Thursday,8:05,8:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
132,Review monthly budget,Personal,Important,45,Wednesday,19:30,20:15,user1,Evening
2555,Product demo with client,Work,Important,45,Friday,11:15,12:00,user1,Morning
1619,Online fitness class,Personal,Less Important,45,Thursday,18:30,19:15,user1,Evening
611,Learn programming,Education,Very Important,90,Thursday,19:00,20:30,user1,Evening
1248,Jogging,Personal,Less Important,30,Saturday,7:45,8:15,user1,Morning
389,Coding Session,Work,Important,15,Friday,18:00,18:15,user1,Evening
2997,Online course session,Education,Important,45,Sunday,17:30,18:15,user1,Afternoon
997,Grocery Shopping,Personal,Important,101,Saturday,9:00,10:41,user1,Morning
eLMjyuMGj9690E8DrJqh,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
999,Meeting,Work,Normal,95,Monday,23:00,0:35,user1,Evening
1122,Clean the room,Personal,Normal,30,Monday,11:30,12:00,user1,Morning
1402,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1,Morning
2209,Cross-department alignment,Work,Important,60,Wednesday,10:00,11:00,user1,Morning
1389,Make a list of groceries,Personal,Normal,10,Wednesday,16:00,16:10,user1,Afternoon
368,Email Responses,Personal,Normal,111,Friday,7:00,8:51,user1,Morning
1716,Play games,Personal,Less Important,60,Monday,19:50,20:50,user1,Evening
371,Writing,Work,Less Important,70,Monday,18:00,19:10,user1,Evening
2395,Clean the kitchen,Personal,Normal,30,Thursday,10:30,11:00,user1,Morning
343,Write report,Work,Important,90,Monday,10:45,12:15,user1,Morning
625,Hang out with friends,Personal,Normal,120,Thursday,18:15,20:15,user1,Evening
2766,Project sync-up,Work,Important,30,Wednesday,10:00,10:30,user1,Morning
1343,Visit the library,Education,Normal,60,Sunday,14:30,15:30,user1,Afternoon
770,Make a to-do list for the day,Personal,Normal,10,Saturday,7:20,7:30,user1,Morning
