TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID
1970,Water the plants,Personal,Normal,60,Sunday,8:15,9:15,user1
33,Learn English,Education,Important,60,Friday,15:15,16:15,user1
1288,Reading,Personal,Normal,81,Thursday,13:00,14:21,user1
134,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1
2890,Vacuum the floor,Personal,Normal,45,Saturday,10:15,11:00,user1
1634,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1
1835,Clean the kitchen,Personal,Normal,30,Wednesday,18:30,19:00,user1
2969,Water the plants,Personal,Normal,45,Saturday,9:00,9:45,user1
2735,Attend a birthday party,Personal,Less Important,45,Friday,17:15,18:00,user1
222,Clean the room,Personal,Normal,30,Monday,11:30,12:00,user1
768,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1
562,Take a break,Personal,Less Important,10,Wednesday,9:45,9:55,user1
1629,Practice a musical instrument,Personal,Normal,60,Sunday,17:30,18:30,user1
2078,Strategy discussion,Work,Important,45,Thursday,13:15,14:00,user1
2223,Respond to work emails,Work,More Important,45,Wednesday,13:15,14:00,user1
2338,Listen to music,Personal,Less Important,45,Saturday,20:00,20:45,user1
1955,Home workout,Personal,Normal,30,Wednesday,6:15,6:45,user1
3063,Home workout,Personal,Normal,60,Saturday,7:45,8:45,user1
2175,Clean the kitchen,Personal,Normal,60,Thursday,17:30,18:30,user1
2186,Complete a coding challenge,Education,Important,30,Tuesday,19:45,20:15,user1
1487,Take a power nap,Personal,Less Important,20,Thursday,14:00,14:20,user1
2729,Reply to messages,Personal,Less Important,60,Tuesday,18:30,19:30,user1
1861,Respond to work emails,Work,More Important,60,Thursday,13:30,14:30,user1
340,Meeting with client,Work,Very Important,60,Friday,9:15,10:15,user1
1047,Organize email inbox,Work,Normal,30,Thursday,9:00,9:30,user1
811,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1
364,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1
1059,Check and reply to messages,Work,Normal,15,Monday,13:00,13:15,user1
836,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1
Z7FZG3pazItNgUgNEOqH,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1481,Watch TV series,Personal,Normal,60,Friday,21:00,22:00,user1
216,Play games,Personal,Less Important,60,Monday,19:50,20:50,user1
1298,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1
1885,Watch online tutorial,Education,Important,60,Sunday,10:30,11:30,user1
572,Walk the dog,Personal,Normal,30,Saturday,16:00,16:30,user1
2787,Respond to work emails,Work,More Important,45,Friday,16:00,16:45,user1
3101,Sketch a design,Personal,Normal,30,Saturday,18:00,18:30,user1
1348,Relax with an audiobook,Personal,Normal,60,Friday,21:00,22:00,user1
475,Respond to customer queries,Work,Normal,30,Monday,11:00,11:30,user1
2260,Cross-department alignment,Work,Important,45,Friday,15:15,16:00,user1
1068,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1
1236,Write a diary,Personal,Normal,30,Monday,22:45,23:15,user1
2925,Vacuum the floor,Personal,Normal,60,Sunday,10:15,11:15,user1
266,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1
1614,Weekend getaway planning,Personal,Normal,90,Saturday,15:00,16:30,user1
2632,Renew ID card,Personal,More Important,60,Tuesday,13:00,14:00,user1
2355,Join online group chat,Personal,Less Important,45,Friday,21:15,22:00,user1
742,Walk a pet,Personal,Normal,30,Saturday,8:00,8:30,user1
2259,Jogging,Personal,Normal,45,Thursday,6:15,7:00,user1
3260,Renew ID card,Personal,More Important,45,Tuesday,14:15,15:00,user1
3102,Prepare budget report,Work,More Important,30,Sunday,13:30,14:00,user1
214,Listen to music,Personal,Less Important,30,Friday,13:50,14:20,user1
3136,Do the laundry,Personal,Normal,60,Friday,12:15,13:15,user1
164,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1
1696,Take a morning walk,Personal,Normal,20,Thursday,7:00,7:20,user1
3025,Practice a new language,Education,Important,30,Saturday,17:45,18:15,user1
ZdGjfSbAp2YY2mqCA6lB,lunch,Personal,Normal,60,Thursday,12:00,13:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1617,Donate old clothes,Personal,Normal,60,Tuesday,16:00,17:00,user1
1765,Buy groceries,Personal,Normal,60,Saturday,10:00,11:00,user1
ZeClEZBwUOgNOHaQYGHd,read a book,Personal,Normal,50,Friday,19:05,19:55,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1974,Stretching session,Personal,Normal,60,Wednesday,7:00,8:00,user1
1338,Research healthy recipes,Personal,Normal,60,Tuesday,11:00,12:00,user1
1493,Read a magazine,Personal,Less Important,20,Saturday,15:00,15:20,user1
2277,Visit pharmacy,Personal,More Important,30,Friday,17:00,17:30,user1
1930,Clean the bathroom,Personal,Normal,60,Wednesday,11:00,12:00,user1
2227,Get a haircut,Personal,More Important,60,Monday,12:30,13:30,user1
2302,Dust shelves,Personal,Normal,45,Saturday,14:30,15:15,user1
1784,Wash dishes,Personal,Normal,20,Monday,19:45,20:05,user1
3248,Read comics,Personal,Less Important,30,Saturday,17:15,17:45,user1
1023,Research a topic of interest,Education,Important,90,Monday,15:00,16:30,user1
2298,Clean the kitchen,Personal,Normal,45,Tuesday,17:45,18:30,user1
1929,Review lecture notes,Education,More Important,45,Monday,15:00,15:45,user1
1692,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1
2157,Watch a movie,Personal,Less Important,30,Friday,20:00,20:30,user1
2360,Organize closet,Personal,Normal,30,Wednesday,12:15,12:45,user1
2055,Visit pharmacy,Personal,More Important,30,Monday,13:00,13:30,user1
1124,Sunbathe,Personal,Less Important,30,Wednesday,16:00,16:30,user1
1386,Clean the living room,Personal,Normal,30,Wednesday,10:00,10:30,user1
ZuRWAROUQmnwSjjtEf7c,meeting,Work,Important,75,Thursday,12:00,13:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2634,Vacuum the floor,Personal,Normal,30,Thursday,11:30,12:00,user1
546,Attend a seminar,Education,Very Important,120,Thursday,9:00,11:00,user1
271,Clear notifications,Personal,Less Important,5,Friday,15:40,15:45,user1
ZwTfFP3fvfCruTEu2SSa,take coffee,Personal,Less Important,20,Monday,11:20,11:40,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1466,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1
1392,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1
1516,Work group meeting,Work,Very Important,60,Tuesday,11:00,12:00,user1
1865,Get a haircut,Personal,More Important,60,Sunday,11:00,12:00,user1
2185,Write a blog post,Personal,Normal,30,Tuesday,14:00,14:30,user1
a0KNrgHTfsd4sDJNLzAb,take break,Personal,Less Important,10,Monday,11:30,11:40,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2229,Complete a coding challenge,Education,Important,45,Sunday,12:45,13:30,user1
2980,Design a presentation,Work,More Important,30,Wednesday,11:45,12:15,user1
1726,Garden,Personal,Normal,60,Friday,16:30,17:30,user1
3089,Drop off donation,Personal,More Important,30,Tuesday,16:45,17:15,user1
a314FPS372XGaJ950QfF,meeting,Work,,0,Wednesday,,,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2346,Pick up package,Personal,More Important,45,Friday,15:30,16:15,user1
1787,Take a power nap,Personal,Less Important,20,Thursday,14:00,14:20,user1
2721,Buy stationery,Personal,More Important,45,Tuesday,11:30,12:15,user1
2698,Watch a movie,Personal,Less Important,30,Thursday,21:00,21:30,user1
2455,Plan weekend gathering,Personal,Less Important,30,Tuesday,15:00,15:30,user1
832,Study online,Education,Very Important,60,Sunday,14:30,15:30,user1
1480,Go for a bike ride,Personal,Less Important,30,Thursday,17:00,17:30,user1
568,Drink water,Personal,Normal,5,Tuesday,10:00,10:05,user1
896,Go to a fitness class,Personal,Normal,60,Saturday,19:00,20:00,user1
2135,Learn Python,Education,Important,30,Wednesday,14:30,15:00,user1
451,Make breakfast,Personal,Normal,30,Monday,7:30,8:00,user1
329,Cooking,Personal,Normal,60,Monday,12:15,13:15,user1
2254,Grocery shopping,Personal,More Important,45,Wednesday,18:15,19:00,user1
aInvlZDHzAkJ4n5XLyu7,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
3222,Buy stationery,Personal,More Important,60,Saturday,11:15,12:15,user1
1895,Wash dishes,Personal,Normal,45,Monday,17:30,18:15,user1
819,Send a message,Personal,Less Important,10,Monday,23:20,23:30,user1
1851,Paint a picture,Personal,Normal,60,Sunday,16:00,17:00,user1
3060,Watch a stand-up comedy,Personal,Less Important,60,Tuesday,19:15,20:15,user1
748,Relax with an audiobook,Personal,Normal,60,Friday,21:00,22:00,user1
689,Coding Session,Work,Important,15,Friday,18:00,18:15,user1
1792,Organize documents,Work,Normal,30,Friday,11:00,11:30,user1
850,Learn a new skill,Education,Important,60,Sunday,16:30,17:30,user1
2781,Wash dishes,Personal,Normal,30,Saturday,14:45,15:15,user1
2908,Evening walk,Personal,Normal,45,Wednesday,18:15,19:00,user1
1766,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1
2159,Solve math problems,Education,More Important,45,Tuesday,18:45,19:30,user1
3247,Call family,Personal,Less Important,60,Wednesday,18:30,19:30,user1
1661,Check work emails,Work,Normal,20,Monday,14:00,14:20,user1
2246,Read research paper,Education,Important,60,Saturday,13:45,14:45,user1
729,Practice a musical instrument,Personal,Normal,60,Sunday,17:30,18:30,user1
1743,Practice yoga,Personal,Normal,30,Saturday,6:00,6:30,user1
24,Read a book,Personal,Normal,60,Wednesday,20:15,21:15,user1
3252,Visit the bank,Personal,More Important,30,Friday,12:00,12:30,user1
1925,Stretching session,Personal,Normal,30,Monday,7:15,7:45,user1
1873,Sketch a design,Personal,Normal,45,Monday,14:45,15:30,user1
1698,Make phone calls for work,Work,Normal,30,Thursday,9:00,9:30,user1
1618,Organize a photo album,Personal,Normal,60,Wednesday,20:00,21:00,user1
afLsZ4p31g6zAiEaS3G4,solve rubik,Personal,Normal,18,Thursday,23:02,23:20,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1956,Dust shelves,Personal,Normal,45,Wednesday,15:15,16:00,user1
2156,Strategy discussion,Work,Important,45,Friday,11:30,12:15,user1
2723,Clean the bathroom,Personal,Normal,30,Tuesday,13:30,14:00,user1
2631,Jogging,Personal,Normal,45,Friday,6:00,6:45,user1
2107,Take notes from an eBook,Education,Important,30,Sunday,16:00,16:30,user1
1166,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1
3297,Weekly team briefing,Work,Important,60,Friday,10:15,11:15,user1
2407,Online course session,Education,Important,30,Thursday,8:45,9:15,user1
2725,Mop the floor,Personal,Normal,45,Monday,15:45,16:30,user1
428,Write a short story,Personal,Normal,90,Saturday,19:00,20:30,user1
1863,Take notes from an eBook,Education,Important,30,Tuesday,12:00,12:30,user1
752,Check social media,Personal,Normal,15,Monday,8:15,8:30,user1
253,Stretch,Personal,Normal,10,Sunday,6:15,6:25,user1
2744,Watch online tutorial,Education,Important,30,Saturday,15:30,16:00,user1
2533,Renew ID card,Personal,More Important,60,Saturday,14:15,15:15,user1
2140,Attend a birthday party,Personal,Less Important,60,Saturday,18:30,19:30,user1
1883,Yoga session,Personal,Normal,30,Sunday,7:15,7:45,user1
2201,Project sync-up,Work,Important,60,Sunday,15:30,16:30,user1
2708,Test new software features,Work,More Important,60,Thursday,9:00,10:00,user1
22,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1
1567,Yoga,Personal,Very Important,63,Thursday,10:00,11:03,user1
593,Read a magazine,Personal,Less Important,20,Saturday,15:00,15:20,user1
3285,Strategy discussion,Work,Important,45,Friday,11:00,11:45,user1
2584,Clean the kitchen,Personal,Normal,30,Thursday,10:15,10:45,user1
2275,Buy stationery,Personal,More Important,60,Thursday,10:15,11:15,user1
1776,Write to-do list,Work,Normal,10,Sunday,8:45,8:55,user1
2550,Swimming,Personal,Normal,60,Tuesday,7:30,8:30,user1
2996,Water the plants,Personal,Normal,30,Thursday,9:30,10:00,user1
b9qAnIx5ROWgQ4QI1cEp,meeting,Work,Normal,95,Wednesday,16:00,17:35,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2373,Take online quiz,Education,More Important,60,Saturday,16:00,17:00,user1
599,Take a deep breath,Personal,Normal,5,Tuesday,8:40,8:45,user1
226,Garden,Personal,Normal,60,Friday,16:30,17:30,user1
2392,Write short story,Personal,Normal,60,Tuesday,16:45,17:45,user1
338,Clean the house,Personal,Normal,60,Wednesday,9:15,10:15,user1
2814,Explore new tools,Education,Important,45,Saturday,16:30,17:15,user1
943,Write report,Work,Important,90,Monday,10:45,12:15,user1
1090,Take a nap,Personal,Less Important,30,Wednesday,16:30,17:00,user1
498,Make phone calls for work,Work,Normal,30,Thursday,9:00,9:30,user1
2411,Play games,Personal,Less Important,45,Monday,20:15,21:00,user1
2514,Clean the bathroom,Personal,Normal,45,Wednesday,12:30,13:15,user1
2554,Home workout,Personal,Normal,30,Tuesday,6:15,6:45,user1
1049,Brush teeth,Personal,Normal,5,Monday,7:00,7:05,user1
1422,Clean the room,Personal,Normal,30,Monday,11:30,12:00,user1
1239,Listen to podcast,Personal,Normal,30,Thursday,20:45,21:15,user1
1311,Morning journaling,Personal,Normal,30,Wednesday,6:30,7:00,user1
710,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1
1391,Organize the wardrobe,Personal,Normal,30,Wednesday,17:30,18:00,user1
2748,Stretching session,Personal,Normal,30,Sunday,7:30,8:00,user1
1909,Visit pharmacy,Personal,More Important,60,Wednesday,18:15,19:15,user1
bZzYSahdygMEv1ws3crc,stretching,Personal,Normal,0,Monday,21:10,21:30,AcggWN6cpMNmEhlgSKPVUc1Ylq32
3176,One-on-one with supervisor,Work,Important,45,Friday,16:15,17:00,user1
2443,Pick up package,Personal,More Important,60,Tuesday,17:15,18:15,user1
188,Call a colleague for a quick check-in,Work,Normal,10,Wednesday,14:00,14:10,user1
bfJ3Q2KHMjyq55FCfBOE,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2881,Update project status,Work,More Important,60,Saturday,12:00,13:00,user1
2989,Call family,Personal,Less Important,60,Friday,20:45,21:45,user1
51,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1
2768,Renew ID card,Personal,More Important,30,Saturday,9:15,9:45,user1
1717,Read a book,Personal,Normal,60,Monday,22:00,23:00,user1
3120,Evening gym workout,Personal,Normal,45,Monday,19:30,20:15,user1
1078,Check bank statements,Personal,Normal,15,Tuesday,16:30,16:45,user1
1170,Check social media,Personal,Less Important,10,Thursday,15:30,15:40,user1
66,Writing,Personal,Very Important,21,Wednesday,2:00,2:21,user1
1522,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1
284,Wash dishes,Personal,Normal,20,Monday,19:45,20:05,user1
2164,Mail documents,Personal,More Important,60,Sunday,10:15,11:15,user1
737,Paint a canvas,Personal,Normal,90,Monday,17:00,18:30,user1
2241,Drop off donation,Personal,More Important,60,Monday,13:15,14:15,user1
bxikP7fcyBxgWF7W55Vd,click,Education,Normal,1,Thursday,23:06,23:07,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1337,Paint a canvas,Personal,Normal,90,Monday,17:00,18:30,user1
1912,Grocery shopping,Personal,More Important,30,Monday,18:30,19:00,user1
1407,Go shopping,Personal,Normal,60,Thursday,16:00,17:00,user1
1418,Write a journal,Personal,Normal,20,Monday,23:00,23:20,user1
3005,Read a technical article,Education,Important,30,Thursday,19:15,19:45,user1
3233,Strategy discussion,Work,Important,30,Thursday,14:15,14:45,user1
1645,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1
166,Watch TV,Personal,Normal,60,Monday,20:00,21:00,user1
872,Walk the dog,Personal,Normal,30,Saturday,16:00,16:30,user1
2024,Summarize a chapter,Education,More Important,60,Wednesday,12:15,13:15,user1
918,Prepare lecture,Work,Important,90,Thursday,13:30,15:00,user1
1102,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1
2434,Hang out at a cafe,Personal,Less Important,60,Saturday,15:15,16:15,user1
2952,Stream live concert,Personal,Less Important,60,Monday,20:00,21:00,user1
655,Family dinner,Personal,Important,90,Friday,19:00,20:30,user1
351,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1
3117,Summarize a chapter,Education,More Important,30,Wednesday,19:00,19:30,user1
1194,Have a meeting,Work,Very Important,60,Thursday,9:00,10:00,user1
543,Practice yoga,Personal,Normal,30,Saturday,6:00,6:30,user1
159,Check and reply to messages,Work,Normal,15,Monday,13:00,13:15,user1
1651,Make breakfast,Personal,Normal,30,Monday,7:30,8:00,user1
1887,Chat with neighbors,Personal,Less Important,30,Thursday,19:15,19:45,user1
2248,Dinner with friends,Personal,Less Important,30,Saturday,21:00,21:30,user1
2617,Cycling,Personal,Normal,60,Thursday,7:15,8:15,user1
179,Clean the kitchen,Personal,Normal,30,Tuesday,17:00,17:30,user1
2285,Join an online gaming session,Personal,Less Important,45,Wednesday,21:15,22:00,user1
2976,Read research paper,Education,Important,45,Wednesday,13:45,14:30,user1
662,Meeting,Personal,Important,61,Saturday,6:00,7:01,user1
2504,Read a book,Education,More Important,30,Saturday,11:00,11:30,user1
2664,Evening walk,Personal,Normal,60,Monday,19:00,20:00,user1
2046,Write a poem,Personal,Normal,30,Tuesday,13:15,13:45,user1
2269,Practice a new language,Education,Important,45,Sunday,8:00,8:45,user1
2115,Pick up package,Personal,More Important,30,Thursday,10:15,10:45,user1
2863,Weekly team briefing,Work,Important,45,Friday,9:00,9:45,user1
982,Meeting,Work,Less Important,86,Friday,4:00,5:26,user1
2116,Home workout,Personal,Normal,60,Friday,7:30,8:30,user1
chuhU5xZnmpbHXhWjNJX,take nap,Personal,Less Important,30,Wednesday,16:30,17:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2226,Watch YouTube,Personal,Less Important,30,Sunday,21:30,22:00,user1
3221,Team meeting,Work,Important,30,Saturday,16:15,16:45,user1
1196,Go to a fitness class,Personal,Normal,60,Saturday,19:00,20:00,user1
1793,Read a magazine,Personal,Less Important,20,Saturday,15:00,15:20,user1
2099,Record a song,Personal,Normal,60,Monday,17:30,18:30,user1
230,Tidy up the house,Personal,Normal,30,Monday,21:15,21:45,user1
2250,Water the plants,Personal,Normal,30,Wednesday,8:15,8:45,user1
2710,Vacuum the floor,Personal,Normal,45,Wednesday,17:45,18:30,user1
1424,Sunbathe,Personal,Less Important,30,Wednesday,16:00,16:30,user1
2473,Explore new tools,Education,Important,30,Friday,10:15,10:45,user1
2846,Watch a stand-up comedy,Personal,Less Important,45,Saturday,21:30,22:15,user1
2058,Get a haircut,Personal,More Important,60,Monday,15:15,16:15,user1
1985,Clean the bathroom,Personal,Normal,30,Monday,10:00,10:30,user1
755,Morning coffee break,Personal,Normal,15,Saturday,10:00,10:15,user1
2144,Attend webinar,Education,Important,30,Sunday,16:30,17:00,user1
177,Pick up kids from school,Personal,Normal,30,Wednesday,16:00,16:30,user1
2109,Water the plants,Personal,Normal,60,Monday,9:45,10:45,user1
2296,Write a poem,Personal,Normal,45,Saturday,15:30,16:15,user1
1263,Yoga,Personal,Important,22,Sunday,13:00,13:22,user1
419,Online fitness class,Personal,Less Important,45,Thursday,18:30,19:15,user1
203,Read the news,Personal,Normal,20,Wednesday,8:15,8:35,user1
2689,Watch online tutorial,Education,Important,60,Sunday,11:00,12:00,user1
2263,Water the plants,Personal,Normal,30,Tuesday,8:15,8:45,user1
1838,Yoga session,Personal,Normal,45,Sunday,6:00,6:45,user1
1901,Visit pharmacy,Personal,More Important,45,Tuesday,13:15,14:00,user1
946,Teamwork,Work,Very Important,120,Thursday,14:15,16:15,user1
3133,Plan weekend gathering,Personal,Less Important,30,Tuesday,16:30,17:00,user1
dHrfVVmUIddel15umXMw,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2626,Reply to messages,Personal,Less Important,30,Tuesday,20:00,20:30,user1
505,Go to work,Work,Very Important,60,Wednesday,9:30,10:30,user1
3190,Weekly team briefing,Work,Important,45,Saturday,9:00,9:45,user1
777,Pick up kids from school,Personal,Normal,30,Wednesday,16:00,16:30,user1
3084,Cycling,Personal,Normal,60,Thursday,5:45,6:45,user1
557,Pack bag,Personal,Normal,10,Friday,7:00,7:10,user1
2258,Clean the kitchen,Personal,Normal,30,Thursday,14:30,15:00,user1
dOi6a02gDFnBREbVey1O,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
dP4FxN6l4NtRfcjzfmHM,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
3183,Review lecture notes,Education,More Important,60,Friday,13:00,14:00,user1
1356,Organize desk,Work,Normal,10,Monday,10:15,10:25,user1
356,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1
951,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1
2347,Complete a coding challenge,Education,Important,45,Thursday,16:45,17:30,user1
956,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1
2991,Join an online gaming session,Personal,Less Important,45,Tuesday,20:15,21:00,user1
503,Read the news,Personal,Normal,20,Wednesday,8:15,8:35,user1
1190,Attend a webinar,Education,Important,60,Wednesday,19:00,20:00,user1
868,Drink water,Personal,Normal,5,Tuesday,10:00,10:05,user1
1510,Cooking,Personal,Normal,60,Wednesday,12:00,13:00,user1
2639,Complete a coding challenge,Education,Important,30,Thursday,15:45,16:15,user1
2489,Evening walk,Personal,Normal,30,Sunday,17:15,17:45,user1
1361,Check work emails,Work,Normal,20,Monday,14:00,14:20,user1
2426,Listen to music,Personal,Less Important,60,Friday,18:15,19:15,user1
650,Learn programming,Education,Very Important,90,Monday,19:15,20:45,user1
1433,Post on a blog,Personal,Less Important,30,Sunday,14:30,15:00,user1
2618,Jogging,Personal,Normal,45,Thursday,7:45,8:30,user1
905,Read a book,Personal,Normal,60,Friday,20:00,21:00,user1
495,Do some light stretching,Personal,Normal,10,Thursday,6:30,6:40,user1
1829,Watch a movie,Personal,Less Important,30,Saturday,20:15,20:45,user1
1580,Meeting,Work,Normal,95,Wednesday,16:00,17:35,user1
3040,Design a presentation,Work,More Important,60,Thursday,15:45,16:45,user1
2879,Solve math problems,Education,More Important,45,Monday,20:30,21:15,user1
292,Organize documents,Work,Normal,30,Friday,11:00,11:30,user1
1862,Edit a short video,Personal,Normal,60,Saturday,15:30,16:30,user1
1221,Go to the supermarket,Personal,Normal,30,Sunday,16:15,16:45,user1
1013,Team status update,Work,Very Important,60,Friday,11:00,12:00,user1
1445,Do homework,Education,Important,60,Wednesday,18:00,19:00,user1
204,Exercise,Personal,Important,45,Wednesday,8:35,9:20,user1
1867,Learn Python,Education,Important,30,Thursday,14:45,15:15,user1
539,Play with pets,Personal,Normal,30,Saturday,14:50,15:20,user1
1834,Home workout,Personal,Normal,60,Tuesday,8:45,9:45,user1
2273,Renew ID card,Personal,More Important,45,Saturday,10:30,11:15,user1
712,Water the garden,Personal,Less Important,30,Thursday,8:00,8:30,user1
1118,Write a journal,Personal,Normal,20,Monday,23:00,23:20,user1
2474,Play games,Personal,Less Important,60,Saturday,18:45,19:45,user1
3177,Join an online gaming session,Personal,Less Important,45,Tuesday,18:45,19:30,user1
437,Paint a canvas,Personal,Normal,90,Monday,17:00,18:30,user1
2840,Watch a stand-up comedy,Personal,Less Important,60,Monday,20:45,21:45,user1
2907,Renew ID card,Personal,More Important,45,Thursday,10:45,11:30,user1
2361,Yoga session,Personal,Normal,60,Friday,6:00,7:00,user1
276,Write to-do list,Work,Normal,10,Sunday,8:45,8:55,user1
3249,Buy stationery,Personal,More Important,60,Wednesday,11:45,12:45,user1
898,Take a coffee break,Personal,Normal,10,Monday,10:30,10:40,user1
800,Drink coffee,Personal,Normal,15,Tuesday,7:30,7:45,user1
321,Go to the supermarket,Personal,Normal,30,Sunday,16:15,16:45,user1
2984,Solve math problems,Education,More Important,45,Monday,15:30,16:15,user1
e6It0Zt1eav7Uq50jsLt,sinus,Personal,Very Important,0,Thursday,22:49,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
eAdMUvHs0D7d4dQZ1QTq,make smoothie,Personal,Less Important,10,Thursday,08:05,08:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
132,Review monthly budget,Personal,Important,45,Wednesday,19:30,20:15,user1
2555,Product demo with client,Work,Important,45,Friday,11:15,12:00,user1
1619,Online fitness class,Personal,Less Important,45,Thursday,18:30,19:15,user1
611,Learn programming,Education,Very Important,90,Thursday,19:00,20:30,user1
1248,Jogging,Personal,Less Important,30,Saturday,7:45,8:15,user1
389,Coding Session,Work,Important,15,Friday,18:00,18:15,user1
2997,Online course session,Education,Important,45,Sunday,17:30,18:15,user1
997,Grocery Shopping,Personal,Important,101,Saturday,9:00,10:41,user1
eLMjyuMGj9690E8DrJqh,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
999,Meeting,Work,Normal,95,Monday,23:00,0:35,user1
1122,Clean the room,Personal,Normal,30,Monday,11:30,12:00,user1
1402,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1
2209,Cross-department alignment,Work,Important,60,Wednesday,10:00,11:00,user1
1389,Make a list of groceries,Personal,Normal,10,Wednesday,16:00,16:10,user1
368,Email Responses,Personal,Normal,111,Friday,7:00,8:51,user1
1716,Play games,Personal,Less Important,60,Monday,19:50,20:50,user1
371,Writing,Work,Less Important,70,Monday,18:00,19:10,user1
2395,Clean the kitchen,Personal,Normal,30,Thursday,10:30,11:00,user1
343,Write report,Work,Important,90,Monday,10:45,12:15,user1
625,Hang out with friends,Personal,Normal,120,Thursday,18:15,20:15,user1
2766,Project sync-up,Work,Important,30,Wednesday,10:00,10:30,user1
1343,Visit the library,Education,Normal,60,Sunday,14:30,15:30,user1
770,Make a to-do list for the day,Personal,Normal,10,Saturday,7:20,7:30,user1
eo8aCjdeyD6xWDDEuj3A,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1533,Learn English,Education,Important,60,Friday,15:15,16:15,user1
2270,Complete a coding challenge,Education,Important,60,Monday,11:15,12:15,user1
1257,Email Responses,Personal,Very Important,69,Monday,14:00,15:09,user1
2421,Solve math problems,Education,More Important,30,Wednesday,20:15,20:45,user1
401,Volunteer at a shelter,Personal,Important,120,Sunday,10:00,12:00,user1
2877,Read a book,Education,More Important,45,Monday,15:45,16:30,user1
874,Check calendar,Work,Normal,10,Friday,8:15,8:25,user1
2198,Product demo with client,Work,Important,45,Tuesday,12:45,13:30,user1
83,Yoga,Personal,Important,112,Saturday,21:00,22:52,user1
2720,Read research paper,Education,Important,60,Thursday,11:30,12:30,user1
f2d4LDPCwTyMG8KByu59,drink water,Personal,Normal,2,Thursday,23:08,23:10,AcggWN6cpMNmEhlgSKPVUc1Ylq32
517,Read a book,Personal,Normal,60,Monday,22:00,23:00,user1
1604,Virtual networking event,Work,Normal,90,Wednesday,19:00,20:30,user1
2031,Make a scrapbook,Personal,Normal,60,Tuesday,15:45,16:45,user1
2052,Play games,Personal,Less Important,60,Tuesday,19:30,20:30,user1
1215,Watch a movie,Personal,Less Important,120,Monday,21:00,23:00,user1
3020,Explore new tools,Education,Important,60,Saturday,14:15,15:15,user1
1632,Review monthly budget,Personal,Important,45,Wednesday,19:30,20:15,user1
632,Check email,Work,Normal,15,Thursday,8:00,9:15,user1
