TaskID,TaskName,Type,Duration,Importance,DayOfWeek,StartTime,EndTime
882,Do a puzzle,Personal,30,Less Important,Saturday,16:30,17:00
883,Write a letter,Personal,30,Less Important,Sunday,18:30,19:00
884,Wash dishes,Personal,20,Normal,Monday,19:45,20:05
885,Set alarms,Personal,5,Normal,Tuesday,22:30,22:35
886,Organize photos,Personal,30,Less Important,Wednesday,14:00,14:30
887,Take a power nap,Personal,20,Less Important,Thursday,14:00,14:20
888,Send postcards,Personal,20,Less Important,Monday,12:30,12:50
889,Meet new people,Social,60,Normal,Tuesday,15:00,16:00
890,Attend a webinar,Education,60,Important,Wednesday,19:00,20:00
891,Plan a trip,Personal,90,Important,Thursday,14:00,15:30
892,Organize documents,Work,30,Normal,Friday,11:00,11:30
893,Read a magazine,Personal,20,Less Important,Saturday,15:00,15:20
894,Have a meeting,Work,60,Very Important,Thursday,9:00,10:00
895,Pay bills,Personal,30,Important,Friday,18:00,18:30
896,Go to a fitness class,Personal,60,Normal,Saturday,19:00,20:00
897,Write a poem,Personal,30,Less Important,Sunday,18:30,19:00
898,Take a coffee break,Personal,10,Normal,Monday,10:30,10:40
899,Take a deep breath,Personal,5,Normal,Tuesday,8:40,8:45
900,Research a topic,Education,30,Important,Monday,15:30,16:00
901,Meeting with client,Work,60,Very Important,Monday,9:00,10:00
902,Go to the supermarket,Personal,30,Normal,Tuesday,16:00,16:30
903,Exercise,Personal,45,Less Important,Wednesday,6:30,7:15
904,Write report,Work,90,Important,Thursday,10:30,12:00
905,Read a book,Personal,60,Normal,Friday,20:00,21:00
906,Hang out with friends,Personal,120,Normal,Saturday,18:00,20:00
907,Teamwork,Work,120,Very Important,Sunday,14:00,16:00
908,Plan for the new week,Work,45,Important,Monday,8:00,8:45
909,Jogging,Personal,30,Less Important,Tuesday,7:30,8:00
910,Cooking,Personal,60,Normal,Wednesday,12:00,13:00
911,Learn programming,Education,90,Very Important,Thursday,19:00,20:30
912,Yoga practice,Personal,30,Normal,Friday,6:00,6:30
913,Check email,Work,15,Normal,Saturday,8:45,9:00
914,Learn English,Education,60,Important,Sunday,15:00,16:00
915,Watch a movie,Personal,120,Less Important,Monday,21:00,23:00
916,Work group meeting,Work,60,Very Important,Tuesday,11:00,12:00
917,Write a diary,Personal,30,Normal,Wednesday,22:30,23:00
918,Prepare lecture,Work,90,Important,Thursday,13:30,15:00
919,Clean the house,Personal,60,Normal,Friday,9:00,10:00
920,Listen to podcast,Personal,30,Normal,Saturday,20:30,21:00
921,Go to the supermarket,Personal,30,Normal,Sunday,16:15,16:45
922,Exercise,Personal,45,Less Important,Monday,6:45,7:30
923,Write report,Work,90,Important,Tuesday,10:45,12:15
924,Read a book,Personal,60,Normal,Wednesday,20:15,21:15
925,Hang out with friends,Personal,120,Normal,Thursday,18:15,20:15
926,Teamwork,Work,120,Very Important,Friday,14:15,16:15
927,Plan for the new week,Work,45,Important,Saturday,8:00,8:15
928,Jogging,Personal,30,Less Important,Sunday,7:45,8:15
929,Cooking,Personal,60,Normal,Monday,12:15,13:15
930,Learn programming,Education,90,Very Important,Tuesday,19:15,20:45
931,Yoga practice,Personal,30,Normal,Wednesday,6:15,6:45
932,Check email,Work,15,Normal,Thursday,8:00,9:15
933,Learn English,Education,60,Important,Friday,15:15,16:15
934,Watch a movie,Personal,120,Less Important,Saturday,21:15,23:15
935,Work group meeting,Work,60,Very Important,Sunday,11:15,12:15
936,Write a diary,Personal,30,Normal,Monday,22:45,23:15
937,Prepare lecture,Work,90,Important,Tuesday,13:45,15:15
938,Clean the house,Personal,60,Normal,Wednesday,9:15,10:15
939,Listen to podcast,Personal,30,Normal,Thursday,20:45,21:15
940,Meeting with client,Work,60,Very Important,Friday,9:15,10:15
941,Go to the supermarket,Personal,30,Normal,Saturday,16:15,16:45
942,Exercise,Personal,45,Less Important,Sunday,6:45,7:30
943,Write report,Work,90,Important,Monday,10:45,12:15
944,Read a book,Personal,60,Normal,Tuesday,20:15,21:15
945,Hang out with friends,Personal,120,Normal,Wednesday,18:15,20:15
946,Teamwork,Work,120,Very Important,Thursday,14:15,16:15
947,Plan for the new week,Work,45,Important,Friday,8:15,8:00
948,Jogging,Personal,30,Less Important,Saturday,7:45,8:15
949,Cooking,Personal,60,Normal,Sunday,12:15,13:15
950,Learn programming,Education,90,Very Important,Monday,19:15,20:45
951,Meditation,Personal,20,Normal,Monday,6:00,6:20
952,Team brainstorming session,Work,90,Very Important,Tuesday,10:00,11:30
953,Gardening,Personal,45,Normal,Wednesday,7:30,8:15
954,Online workshop,Education,120,Important,Thursday,15:00,17:00
955,Family dinner,Personal,90,Important,Friday,19:00,20:30
956,Coding Session,Personal,100,Normal,Sunday,20:00,21:40
957,Email Responses,Personal,69,Very Important,Monday,14:00,15:09
958,Yoga,Work,46,Very Important,Tuesday,19:00,19:46
959,Coding Session,Personal,68,Normal,Wednesday,7:00,8:08
960,Reading,Personal,24,Less Important,Thursday,20:00,20:24
961,Grocery Shopping,Personal,15,Very Important,Friday,22:00,22:15
962,Meeting,Personal,61,Important,Saturday,6:00,7:01
963,Yoga,Personal,22,Important,Sunday,13:00,13:22
964,Coding Session,Personal,89,Very Important,Monday,7:00,8:29
965,Writing,Personal,79,Very Important,Tuesday,2:00,3:19
966,Writing,Personal,21,Very Important,Wednesday,2:00,2:21
967,Yoga,Personal,63,Very Important,Thursday,10:00,11:03
968,Email Responses,Personal,111,Normal,Friday,7:00,8:51
969,Reading,Personal,82,Less Important,Saturday,5:00,6:22
970,Grocery Shopping,Personal,35,Important,Sunday,21:00,21:35
971,Writing,Work,70,Less Important,Monday,18:00,19:10
972,Yoga,Work,16,Important,Tuesday,20:00,20:16
973,Grocery Shopping,Personal,66,Important,Wednesday,1:00,2:06
974,Email Responses,Personal,83,Normal,Thursday,23:00,0:23
975,Grocery Shopping,Work,43,Very Important,Friday,7:00,7:43
976,Reading,Personal,64,Normal,Saturday,10:00,11:04
977,Meeting,Personal,67,Important,Sunday,12:00,13:07
978,Grocery Shopping,Work,65,Very Important,Monday,18:00,19:05
979,Meeting,Work,102,Normal,Tuesday,11:00,12:42
980,Meeting,Work,95,Normal,Wednesday,16:00,17:35
981,Yoga,Personal,87,Less Important,Thursday,21:00,22:27
982,Meeting,Work,86,Less Important,Friday,4:00,5:26
983,Yoga,Personal,112,Important,Saturday,21:00,22:52
984,Email Responses,Personal,23,Less Important,Sunday,16:00,16:23
985,Reading,Personal,104,Very Important,Monday,15:00,16:44
986,Coding Session,Work,116,Very Important,Tuesday,9:00,10:56
987,Writing,Work,18,Important,Wednesday,9:00,9:18
988,Reading,Personal,81,Normal,Thursday,13:00,14:21
989,Coding Session,Work,15,Important,Friday,18:00,18:15
990,Coding Session,Personal,16,Normal,Saturday,16:00,16:16
991,Grocery Shopping,Personal,101,Important,Sunday,6:00,7:41
992,Grocery Shopping,Work,41,Very Important,Monday,14:00,14:41
993,Coding Session,Personal,108,Very Important,Tuesday,7:00,8:48
994,Reading,Work,103,Important,Wednesday,0:00,1:43
995,Meeting,Work,82,Very Important,Thursday,20:00,21:22
996,Meeting,Personal,51,Less Important,Friday,21:00,21:51
997,Grocery Shopping,Personal,101,Important,Saturday,9:00,10:41
998,Grocery Shopping,Personal,50,Important,Sunday,1:00,1:50
999,Meeting,Work,95,Normal,Monday,23:00,0:35
1000,Take an online quiz,Education,30,Normal,Monday,17:30,18:00
1001,Volunteer at a shelter,Personal,120,Important,Sunday,10:00,12:00
1002,Attend a seminar on technology trends,Education,120,Very Important,Monday,14:00,16:00
1003,Prepare slides for a presentation,Work,90,Important,Tuesday,9:00,10:30
1004,Virtual networking event,Work,90,Normal,Wednesday,19:00,20:30
1005,Take a long walk,Personal,45,Less Important,Thursday,7:30,8:15
1006,Create a new recipe,Personal,90,Normal,Friday,18:00,19:30
1007,Attend a book club meeting,Personal,90,Important,Saturday,17:00,18:30
1008,Host a movie night,Personal,150,Normal,Sunday,20:00,22:30
1009,Clean out old files,Work,60,Normal,Monday,16:30,17:30
1010,Research new skills to learn,Education,90,Important,Tuesday,14:00,15:30
1011,Morning journaling,Personal,30,Normal,Wednesday,6:30,7:00
1012,Water the garden,Personal,30,Less Important,Thursday,8:00,8:30
1013,Team status update,Work,60,Very Important,Friday,11:00,12:00
1014,Weekend getaway planning,Personal,90,Normal,Saturday,15:00,16:30
1015,Watch a TED Talk,Education,30,Normal,Sunday,19:00,19:30
1016,Learn new software,Education,120,Important,Monday,9:00,11:00
1017,Donate old clothes,Personal,60,Normal,Tuesday,16:00,17:00
1018,Organize a photo album,Personal,60,Normal,Wednesday,20:00,21:00
1019,Online fitness class,Personal,45,Less Important,Thursday,18:30,19:15
1020,Meal prep for the week,Personal,90,Normal,Friday,17:30,19:00
1021,Call a relative,Personal,30,Normal,Saturday,10:30,11:00
1022,Sketch a design,Personal,90,Normal,Sunday,14:00,15:30
1023,Research a topic of interest,Education,90,Important,Monday,15:00,16:30
1024,Organize workspace,Work,60,Important,Tuesday,13:00,14:00
1025,Meditation session,Personal,20,Less Important,Wednesday,6:00,6:20
1026,Plan a team outing,Work,60,Important,Thursday,17:00,18:00
1027,Attend a yoga retreat,Personal,120,Important,Friday,8:00,10:00
1028,Write a short story,Personal,90,Normal,Saturday,19:00,20:30
1029,Practice a musical instrument,Personal,60,Normal,Sunday,17:30,18:30
1030,Learn a new language,Education,60,Important,Monday,20:00,21:00
1031,Morning stretch,Personal,15,Less Important,Tuesday,6:30,6:45
1032,Review monthly budget,Personal,45,Important,Wednesday,19:30,20:15
1033,Visit a museum,Personal,120,Normal,Thursday,10:00,12:00
1034,Host a podcast episode,Personal,60,Normal,Friday,20:00,21:00
1035,Back up important data,Work,30,Important,Saturday,9:00,9:30
1036,Update LinkedIn profile,Work,45,Important,Sunday,12:00,12:45
1037,Paint a canvas,Personal,90,Normal,Monday,17:00,18:30
1038,Research healthy recipes,Personal,60,Normal,Tuesday,11:00,12:00
1039,Weekly team sync-up,Work,60,Very Important,Wednesday,15:00,16:00
1040,Attend a coding hackathon,Education,240,Very Important,Thursday,14:00,18:00
1041,Play board games with family,Personal,90,Normal,Friday,19:30,21:00
1042,Walk a pet,Personal,30,Normal,Saturday,8:00,8:30
1043,Visit the library,Education,60,Normal,Sunday,14:30,15:30
1044,Complete a crossword puzzle,Personal,30,Normal,Monday,21:00,21:30
1045,Join a webinar on AI,Education,120,Very Important,Tuesday,10:00,12:00
1046,Plan a creative project,Personal,60,Normal,Wednesday,18:00,19:00
1047,Organize email inbox,Work,30,Normal,Thursday,9:00,9:30
1048,Relax with an audiobook,Personal,60,Normal,Friday,21:00,22:00
1049,Brush teeth,Personal,5,Normal,Monday,7:00,7:05
1050,Take a shower,Personal,20,Normal,Monday,7:05,7:25
1051,Make breakfast,Personal,30,Normal,Monday,7:30,8:00
1052,Check social media,Personal,15,Normal,Monday,8:15,8:30
1053,Go to work,Work,60,Very Important,Monday,8:30,9:30
1054,Drive to work,Work,30,Normal,Saturday,9:30,10:00
1055,Morning coffee break,Personal,15,Normal,Saturday,10:00,10:15
1056,Organize desk,Work,10,Normal,Monday,10:15,10:25
1057,Take a short walk,Personal,10,Less Important,Monday,12:00,12:10
1058,Have lunch,Personal,45,Normal,Monday,12:15,13:00
1059,Check and reply to messages,Work,15,Normal,Monday,13:00,13:15
1060,Call a friend,Personal,20,Normal,Monday,13:30,13:50
1061,Check work emails,Work,20,Normal,Monday,14:00,14:20
1062,Do the laundry,Personal,30,Normal,Monday,14:30,15:00
1063,Cook dinner,Personal,45,Normal,Monday,18:00,18:45
1064,Eat dinner,Personal,30,Normal,Monday,18:45,19:15
1065,Wash dishes,Personal,15,Normal,Monday,19:30,19:45
1066,Watch TV,Personal,60,Normal,Monday,20:00,21:00
1067,Take a walk after dinner,Personal,20,Less Important,Monday,21:15,21:35
1068,Meditate,Personal,10,Less Important,Monday,21:40,21:50
1069,Read the news,Personal,20,Normal,Tuesday,7:00,7:20
1070,Make a to-do list for the day,Personal,10,Normal,Saturday,7:20,7:30
1071,Water the plants,Personal,10,Normal,Saturday,7:30,7:40
1072,Drop kids off at school,Personal,30,Normal,Tuesday,8:00,8:30
1073,Drive to work,Work,30,Normal,Tuesday,8:30,9:00
1074,Grocery shopping,Personal,60,Normal,Sunday,10:00,11:00
1075,Respond to customer queries,Work,30,Normal,Monday,11:00,11:30
1076,Take a quick break,Personal,10,Normal,Tuesday,15:00,15:10
1077,Pick up kids from school,Personal,30,Normal,Wednesday,16:00,16:30
1078,Check bank statements,Personal,15,Normal,Tuesday,16:30,16:45
1079,Clean the kitchen,Personal,30,Normal,Tuesday,17:00,17:30
1080,Clean the bathroom,Personal,30,Normal,Tuesday,18:00,18:30
1081,Call family members,Personal,15,Normal,Tuesday,19:00,19:15
1082,Check work updates,Work,20,Normal,Tuesday,20:00,20:20
1083,Plan a weekend trip,Personal,30,Normal,Tuesday,20:30,21:00
1084,Have a cup of tea,Personal,15,Normal,Wednesday,7:00,7:15
1085,Read a book,Personal,30,Normal,Wednesday,7:15,7:45
1086,Clean the living room,Personal,30,Normal,Wednesday,10:00,10:30
1087,Listen to music,Personal,30,Normal,Wednesday,12:00,12:30
1088,Call a colleague for a quick check-in,Work,10,Normal,Wednesday,14:00,14:10
1089,Make a list of groceries,Personal,10,Normal,Wednesday,16:00,16:10
1090,Take a nap,Personal,30,Less Important,Wednesday,16:30,17:00
1091,Organize the wardrobe,Personal,30,Normal,Wednesday,17:30,18:00
1092,Try a new recipe,Personal,45,Normal,Wednesday,18:30,19:15
1093,Reply to personal messages,Personal,15,Normal,Wednesday,19:30,19:45
1094,Take a hot bath,Personal,30,Normal,Wednesday,20:00,20:30
1095,Do some light stretching,Personal,10,Normal,Thursday,6:30,6:40
1096,Take a morning walk,Personal,20,Normal,Thursday,7:00,7:20
1097,Pack lunch,Personal,15,Normal,Thursday,7:30,7:45
1098,Make phone calls for work,Work,30,Normal,Thursday,9:00,9:30
1099,Have breakfast,Personal,30,Normal,Tuesday,7:00,7:30
1100,Drink coffee,Personal,15,Normal,Tuesday,7:30,7:45
1101,Browse social media,Personal,15,Less Important,Tuesday,7:45,8:00
1102,Check emails,Work,15,Normal,Wednesday,8:00,8:15
1103,Read the news,Personal,20,Normal,Wednesday,8:15,8:35
1104,Exercise,Personal,45,Important,Wednesday,8:35,9:20
1105,Go to work,Work,60,Very Important,Wednesday,9:30,10:30
1106,Meet friends,Personal,90,Normal,Wednesday,17:00,18:30
1107,Go shopping,Personal,60,Normal,Thursday,16:00,17:00
1108,Do housework,Personal,45,Normal,Thursday,18:00,18:45
1109,Cook,Personal,60,Normal,Thursday,18:45,19:45
1110,Have lunch,Personal,60,Normal,Thursday,12:00,13:00
1111,Rest,Personal,30,Less Important,Tuesday,13:00,13:30
1112,Take a shower,Personal,20,Normal,Wednesday,13:30,13:50
1113,Watch a movie,Personal,120,Normal,Thursday,20:00,22:00
1114,Listen to music,Personal,30,Less Important,Friday,13:50,14:20
1115,Go for a walk,Personal,30,Normal,Monday,14:20,14:50
1116,Play games,Personal,60,Less Important,Monday,19:50,20:50
1117,Read a book,Personal,60,Normal,Monday,22:00,23:00
1118,Write a journal,Personal,20,Normal,Monday,23:00,23:20
1119,Send a message,Personal,10,Less Important,Monday,23:20,23:30
1120,Make a phone call,Personal,20,Normal,Saturday,15:00,15:20
1121,Organize work,Work,60,Important,Sunday,10:30,11:30
1122,Clean the room,Personal,30,Normal,Monday,11:30,12:00
1123,Plan for tomorrow,Work,20,Important,Tuesday,22:00,22:20
1124,Sunbathe,Personal,30,Less Important,Wednesday,16:00,16:30
1125,Play sports,Personal,60,Normal,Thursday,17:30,18:30
1126,Garden,Personal,60,Normal,Friday,16:30,17:30
1127,Take care of plants,Personal,30,Normal,Saturday,14:00,14:30
1128,Cook dinner,Personal,60,Normal,Sunday,19:45,20:45
1129,Clean the kitchen,Personal,30,Normal,Monday,20:45,21:15
1130,Tidy up the house,Personal,30,Normal,Monday,21:15,21:45
1131,Go to bed early,Personal,60,Very Important,Sunday,23:30,24:30:00
1132,Study online,Education,60,Very Important,Sunday,14:30,15:30
1133,Post on a blog,Personal,30,Less Important,Sunday,14:30,15:00
1134,Do crafts,Personal,60,Less Important,Sunday,16:30,17:30
1135,Repair things,Personal,60,Normal,Sunday,15:00,16:00
1136,Take photos,Personal,30,Less Important,Sunday,17:00,17:30
1137,Compose music,Personal,60,Normal,Sunday,15:30,16:30
1138,Visit family,Personal,120,Normal,Sunday,14:00,16:00
1139,Play with pets,Personal,30,Normal,Saturday,14:50,15:20
1140,Work in a team,Work,120,Very Important,Saturday,10:30,12:30
1141,Play outdoor sports,Personal,90,Normal,Sunday,16:00,17:30
1142,Attend a party,Social,180,Less Important,Saturday,18:30,21:30
1143,Practice yoga,Personal,30,Normal,Saturday,6:00,6:30
1144,Go jogging,Personal,30,Normal,Wednesday,6:30,7:00
1145,Do homework,Education,60,Important,Wednesday,18:00,19:00
1146,Attend a seminar,Education,120,Very Important,Thursday,9:00,11:00
1147,Update personal profiles,Personal,15,Less Important,Thursday,13:00,13:15
1148,Handle paperwork,Work,30,Normal,Friday,13:15,13:45
1149,Shop online,Personal,60,Normal,Saturday,12:00,13:00
1150,Learn a new skill,Education,60,Important,Sunday,16:30,17:30
1151,Watch a livestream,Personal,60,Less Important,Monday,19:00,20:00
1152,Wake up,Personal,15,Very Important,Monday,6:00,6:15
1153,Stretch,Personal,10,Normal,Sunday,6:15,6:25
1154,Make bed,Personal,10,Normal,Sunday,6:25,6:35
1155,Water plants,Personal,15,Normal,Saturday,6:35,6:50
1156,Brush teeth,Personal,5,Normal,Saturday,6:50,6:55
1157,Pack bag,Personal,10,Normal,Friday,7:00,7:10
1158,Take vitamins,Personal,5,Normal,Saturday,7:10,7:15
1159,Make lunch,Personal,30,Normal,Sunday,12:00,12:30
1160,Check weather,Personal,5,Less Important,Monday,6:00,6:05
1161,Organize desk,Work,15,Normal,Tuesday,8:30,8:45
1162,Take a break,Personal,10,Less Important,Wednesday,9:45,9:55
1163,Walk to the bus stop,Personal,10,Normal,Thursday,7:30,7:40
1164,Reply to messages,Personal,15,Normal,Friday,15:00,15:15
1165,Buy groceries,Personal,60,Normal,Saturday,10:00,11:00
1166,Do laundry,Personal,60,Normal,Sunday,15:00,16:00
1167,Take a nap,Personal,20,Less Important,Monday,13:00,13:20
1168,Drink water,Personal,5,Normal,Tuesday,10:00,10:05
1169,Talk to family,Personal,20,Normal,Wednesday,17:30,17:50
1170,Check social media,Personal,10,Less Important,Thursday,15:30,15:40
1171,Clear notifications,Personal,5,Less Important,Friday,15:40,15:45
1172,Walk the dog,Personal,30,Normal,Saturday,16:00,16:30
1173,Make smoothie,Personal,10,Less Important,Thursday,8:00,8:10
1174,Check calendar,Work,10,Normal,Friday,8:15,8:25
1175,Meditate,Personal,15,Normal,Saturday,6:40,6:55
1176,Write to-do list,Work,10,Normal,Sunday,8:45,8:55
1177,Pick up mail,Personal,10,Less Important,Monday,17:00,17:10
1178,Read a blog,Personal,15,Less Important,Tuesday,10:15,10:30
1179,Call a friend,Personal,20,Normal,Wednesday,18:00,18:20
1180,Go for a bike ride,Personal,30,Less Important,Thursday,17:00,17:30
1181,Watch TV series,Personal,60,Normal,Friday,21:00,22:00
1182,Do a puzzle,Personal,30,Less Important,Saturday,16:30,17:00
1183,Write a letter,Personal,30,Less Important,Sunday,18:30,19:00
1184,Wash dishes,Personal,20,Normal,Monday,19:45,20:05
1185,Set alarms,Personal,5,Normal,Tuesday,22:30,22:35
1186,Organize photos,Personal,30,Less Important,Wednesday,14:00,14:30
1187,Take a power nap,Personal,20,Less Important,Thursday,14:00,14:20
1188,Send postcards,Personal,20,Less Important,Monday,12:30,12:50
1189,Meet new people,Social,60,Normal,Tuesday,15:00,16:00
1190,Attend a webinar,Education,60,Important,Wednesday,19:00,20:00
1191,Plan a trip,Personal,90,Important,Thursday,14:00,15:30
1192,Organize documents,Work,30,Normal,Friday,11:00,11:30
1193,Read a magazine,Personal,20,Less Important,Saturday,15:00,15:20
1194,Have a meeting,Work,60,Very Important,Thursday,9:00,10:00
1195,Pay bills,Personal,30,Important,Friday,18:00,18:30
1196,Go to a fitness class,Personal,60,Normal,Saturday,19:00,20:00
1197,Write a poem,Personal,30,Less Important,Sunday,18:30,19:00
1198,Take a coffee break,Personal,10,Normal,Monday,10:30,10:40
1199,Take a deep breath,Personal,5,Normal,Tuesday,8:40,8:45
1200,Research a topic,Education,30,Important,Monday,15:30,16:00
1201,Meeting with client,Work,60,Very Important,Monday,9:00,10:00
1202,Go to the supermarket,Personal,30,Normal,Tuesday,16:00,16:30
1203,Exercise,Personal,45,Less Important,Wednesday,6:30,7:15
1204,Write report,Work,90,Important,Thursday,10:30,12:00
1205,Read a book,Personal,60,Normal,Friday,20:00,21:00
1206,Hang out with friends,Personal,120,Normal,Saturday,18:00,20:00
1207,Teamwork,Work,120,Very Important,Sunday,14:00,16:00
1208,Plan for the new week,Work,45,Important,Monday,8:00,8:45
1209,Jogging,Personal,30,Less Important,Tuesday,7:30,8:00
1210,Cooking,Personal,60,Normal,Wednesday,12:00,13:00
1211,Learn programming,Education,90,Very Important,Thursday,19:00,20:30
1212,Yoga practice,Personal,30,Normal,Friday,6:00,6:30
1213,Check email,Work,15,Normal,Saturday,8:45,9:00
1214,Learn English,Education,60,Important,Sunday,15:00,16:00
1215,Watch a movie,Personal,120,Less Important,Monday,21:00,23:00
1216,Work group meeting,Work,60,Very Important,Tuesday,11:00,12:00
1217,Write a diary,Personal,30,Normal,Wednesday,22:30,23:00
1218,Prepare lecture,Work,90,Important,Thursday,13:30,15:00
1219,Clean the house,Personal,60,Normal,Friday,9:00,10:00
1220,Listen to podcast,Personal,30,Normal,Saturday,20:30,21:00
1221,Go to the supermarket,Personal,30,Normal,Sunday,16:15,16:45
1222,Exercise,Personal,45,Less Important,Monday,6:45,7:30
1223,Write report,Work,90,Important,Tuesday,10:45,12:15
1224,Read a book,Personal,60,Normal,Wednesday,20:15,21:15
1225,Hang out with friends,Personal,120,Normal,Thursday,18:15,20:15
1226,Teamwork,Work,120,Very Important,Friday,14:15,16:15
1227,Plan for the new week,Work,45,Important,Saturday,8:00,8:15
1228,Jogging,Personal,30,Less Important,Sunday,7:45,8:15
1229,Cooking,Personal,60,Normal,Monday,12:15,13:15
1230,Learn programming,Education,90,Very Important,Tuesday,19:15,20:45
1231,Yoga practice,Personal,30,Normal,Wednesday,6:15,6:45
1232,Check email,Work,15,Normal,Thursday,8:00,9:15
1233,Learn English,Education,60,Important,Friday,15:15,16:15
1234,Watch a movie,Personal,120,Less Important,Saturday,21:15,23:15
1235,Work group meeting,Work,60,Very Important,Sunday,11:15,12:15
1236,Write a diary,Personal,30,Normal,Monday,22:45,23:15
1237,Prepare lecture,Work,90,Important,Tuesday,13:45,15:15
1238,Clean the house,Personal,60,Normal,Wednesday,9:15,10:15
1239,Listen to podcast,Personal,30,Normal,Thursday,20:45,21:15
1240,Meeting with client,Work,60,Very Important,Friday,9:15,10:15
1241,Go to the supermarket,Personal,30,Normal,Saturday,16:15,16:45
1242,Exercise,Personal,45,Less Important,Sunday,6:45,7:30
1243,Write report,Work,90,Important,Monday,10:45,12:15
1244,Read a book,Personal,60,Normal,Tuesday,20:15,21:15
1245,Hang out with friends,Personal,120,Normal,Wednesday,18:15,20:15
1246,Teamwork,Work,120,Very Important,Thursday,14:15,16:15
1247,Plan for the new week,Work,45,Important,Friday,8:15,8:00
1248,Jogging,Personal,30,Less Important,Saturday,7:45,8:15
1249,Cooking,Personal,60,Normal,Sunday,12:15,13:15
1250,Learn programming,Education,90,Very Important,Monday,19:15,20:45
1251,Meditation,Personal,20,Normal,Monday,6:00,6:20
1252,Team brainstorming session,Work,90,Very Important,Tuesday,10:00,11:30
1253,Gardening,Personal,45,Normal,Wednesday,7:30,8:15
1254,Online workshop,Education,120,Important,Thursday,15:00,17:00
1255,Family dinner,Personal,90,Important,Friday,19:00,20:30
1256,Coding Session,Personal,100,Normal,Sunday,20:00,21:40
1257,Email Responses,Personal,69,Very Important,Monday,14:00,15:09
1258,Yoga,Work,46,Very Important,Tuesday,19:00,19:46
1259,Coding Session,Personal,68,Normal,Wednesday,7:00,8:08
1260,Reading,Personal,24,Less Important,Thursday,20:00,20:24
1261,Grocery Shopping,Personal,15,Very Important,Friday,22:00,22:15
1262,Meeting,Personal,61,Important,Saturday,6:00,7:01
1263,Yoga,Personal,22,Important,Sunday,13:00,13:22
1264,Coding Session,Personal,89,Very Important,Monday,7:00,8:29
1265,Writing,Personal,79,Very Important,Tuesday,2:00,3:19
1266,Writing,Personal,21,Very Important,Wednesday,2:00,2:21
1267,Yoga,Personal,63,Very Important,Thursday,10:00,11:03
1268,Email Responses,Personal,111,Normal,Friday,7:00,8:51
1269,Reading,Personal,82,Less Important,Saturday,5:00,6:22
1270,Grocery Shopping,Personal,35,Important,Sunday,21:00,21:35
1271,Writing,Work,70,Less Important,Monday,18:00,19:10
1272,Yoga,Work,16,Important,Tuesday,20:00,20:16
1273,Grocery Shopping,Personal,66,Important,Wednesday,1:00,2:06
1274,Email Responses,Personal,83,Normal,Thursday,23:00,0:23
1275,Grocery Shopping,Work,43,Very Important,Friday,7:00,7:43
1276,Reading,Personal,64,Normal,Saturday,10:00,11:04
1277,Meeting,Personal,67,Important,Sunday,12:00,13:07
1278,Grocery Shopping,Work,65,Very Important,Monday,18:00,19:05
1279,Meeting,Work,102,Normal,Tuesday,11:00,12:42
1280,Meeting,Work,95,Normal,Wednesday,16:00,17:35
1281,Yoga,Personal,87,Less Important,Thursday,21:00,22:27
1282,Meeting,Work,86,Less Important,Friday,4:00,5:26
1283,Yoga,Personal,112,Important,Saturday,21:00,22:52
1284,Email Responses,Personal,23,Less Important,Sunday,16:00,16:23
1285,Reading,Personal,104,Very Important,Monday,15:00,16:44
1286,Coding Session,Work,116,Very Important,Tuesday,9:00,10:56
1287,Writing,Work,18,Important,Wednesday,9:00,9:18
1288,Reading,Personal,81,Normal,Thursday,13:00,14:21
1289,Coding Session,Work,15,Important,Friday,18:00,18:15
1290,Coding Session,Personal,16,Normal,Saturday,16:00,16:16
1291,Grocery Shopping,Personal,101,Important,Sunday,6:00,7:41
1292,Grocery Shopping,Work,41,Very Important,Monday,14:00,14:41
1293,Coding Session,Personal,108,Very Important,Tuesday,7:00,8:48
1294,Reading,Work,103,Important,Wednesday,0:00,1:43
1295,Meeting,Work,82,Very Important,Thursday,20:00,21:22
1296,Meeting,Personal,51,Less Important,Friday,21:00,21:51
1297,Grocery Shopping,Personal,101,Important,Saturday,9:00,10:41
1298,Grocery Shopping,Personal,50,Important,Sunday,1:00,1:50
1299,Meeting,Work,95,Normal,Monday,23:00,0:35
1300,Take an online quiz,Education,30,Normal,Monday,17:30,18:00
1301,Volunteer at a shelter,Personal,120,Important,Sunday,10:00,12:00
1302,Attend a seminar on technology trends,Education,120,Very Important,Monday,14:00,16:00
1303,Prepare slides for a presentation,Work,90,Important,Tuesday,9:00,10:30
1304,Virtual networking event,Work,90,Normal,Wednesday,19:00,20:30
1305,Take a long walk,Personal,45,Less Important,Thursday,7:30,8:15
1306,Create a new recipe,Personal,90,Normal,Friday,18:00,19:30
1307,Attend a book club meeting,Personal,90,Important,Saturday,17:00,18:30
1308,Host a movie night,Personal,150,Normal,Sunday,20:00,22:30
1309,Clean out old files,Work,60,Normal,Monday,16:30,17:30
1310,Research new skills to learn,Education,90,Important,Tuesday,14:00,15:30
1311,Morning journaling,Personal,30,Normal,Wednesday,6:30,7:00
1312,Water the garden,Personal,30,Less Important,Thursday,8:00,8:30
1313,Team status update,Work,60,Very Important,Friday,11:00,12:00
1314,Weekend getaway planning,Personal,90,Normal,Saturday,15:00,16:30
